Ride_ID,Driver_ID,City,Date,Duration_min,Distance_km,Fare,Rating,Promo_Code,Driver_ID.1,Name,Age,City.1,Experience_Years,Average_Rating,Active_Status
152,188,New York,11/23/2024,32,13.8,22.27,4.3,WELCOME5,188,Molly Bell,47,Los Angeles,17,4.6,Active
159,188,San Francisco,11/25/2024,39,24.1,56,4.2,DISCOUNT10,188,Molly Bell,47,Los Angeles,17,4.6,Active
168,161,Miami,11/24/2024,10,4.4,8.08,3.8,DISCOUNT10,161,Thomas Watson,54,Los Angeles,9,4.4,Active
180,165,Miami,11/12/2024,81,41,21.75,3.8,WELCOME5,165,Leonard Willis,29,Los Angeles,3,4.4,Active
182,157,Chicago,11/6/2024,54,22.5,59.16,4.7,WELCOME5,157,Manuel Smith,31,Los Angeles,16,4.2,Inactive
195,120,Los Angeles,11/28/2024,59,24.9,24.59,3.9,SAVE20,120,Andrew Heath,26,Los Angeles,3,4.2,Active
198,157,Los Angeles,11/20/2024,121,49.6,74.61,4.5,WELCOME5,157,Manuel Smith,31,Los Angeles,16,4.2,Inactive
201,108,San Francisco,11/6/2024,23,12.1,23.53,4.7,WELCOME5,108,Ronald Holden,35,Los Angeles,7,4.9,Active
205,127,New York,11/4/2024,44,29.5,63.37,4.5,DISCOUNT10,127,Katherine Ellison,42,Los Angeles,11,4.6,Inactive
207,185,Los Angeles,11/18/2024,32,16,45.48,3.8,DISCOUNT10,185,Diane Harmon,34,Los Angeles,4,4.8,Active
221,135,Miami,11/23/2024,95,39.2,24.32,3.8,SAVE20,135,Michael Jackson,56,Los Angeles,19,4.8,Inactive
229,167,New York,11/14/2024,108,45.1,85.44,4,WELCOME5,167,Glenn Schultz,33,Los Angeles,17,4.8,Active
246,105,Los Angeles,11/29/2024,44,18.9,29.49,3.7,SAVE20,105,Jeffrey King,49,Los Angeles,4,4.4,Inactive
257,127,Los Angeles,11/21/2024,24,10.8,7.57,3.7,DISCOUNT10,127,Katherine Ellison,42,Los Angeles,11,4.6,Inactive
260,106,Miami,11/4/2024,65,42.8,110.76,4.6,DISCOUNT10,106,Frank Mitchell,27,Los Angeles,11,4.3,Inactive
263,102,Chicago,11/11/2024,89,41.8,89.83,3.8,SAVE20,102,Holly Sherman,39,Los Angeles,19,4.3,Active
265,185,Chicago,11/9/2024,78,41.8,105.88,4.7,SAVE20,185,Diane Harmon,34,Los Angeles,4,4.8,Active
268,168,Miami,11/27/2024,72,43.3,87.19,4.6,SAVE20,168,Andrew Dunn,25,Los Angeles,19,4.8,Active
271,113,San Francisco,11/18/2024,73,30.6,87.25,4.1,SAVE20,113,Brian Edwards II,35,Los Angeles,15,4.4,Inactive
272,135,San Francisco,11/3/2024,92,44.3,86.83,4.3,WELCOME5,135,Michael Jackson,56,Los Angeles,19,4.8,Inactive
277,137,Los Angeles,11/28/2024,62,38.1,64.61,3.7,SAVE20,137,Steven Alexander,47,Los Angeles,20,4.1,Active
283,134,Miami,11/6/2024,84,41,22.76,3.8,DISCOUNT10,134,Ashley Foster,59,Los Angeles,12,4.3,Inactive
292,127,Los Angeles,11/22/2024,44,22.1,61.06,3.8,DISCOUNT10,127,Katherine Ellison,42,Los Angeles,11,4.6,Inactive
295,168,Miami,11/12/2024,83,42.7,112.46,4.2,DISCOUNT10,168,Andrew Dunn,25,Los Angeles,19,4.8,Active
298,102,Miami,11/3/2024,32,16.7,33.32,4.5,WELCOME5,102,Holly Sherman,39,Los Angeles,19,4.3,Active
302,167,San Francisco,11/17/2024,104,48.8,89.77,4.4,DISCOUNT10,167,Glenn Schultz,33,Los Angeles,17,4.8,Active
304,107,San Francisco,11/14/2024,2,1.3,1.69,3.9,SAVE20,107,James Jones,41,Los Angeles,5,5,Inactive
306,157,San Francisco,11/12/2024,36,21.6,11.7,3.7,SAVE20,157,Manuel Smith,31,Los Angeles,16,4.2,Inactive
308,155,New York,11/2/2024,16,10.8,12.75,4,DISCOUNT10,155,Gregory Pruitt,34,Los Angeles,3,4,Active
310,149,New York,11/22/2024,49,28.4,56.28,4,WELCOME5,149,Catherine Washington,54,Los Angeles,10,4.1,Active
313,160,Los Angeles,11/25/2024,41,20.3,34.23,4.9,WELCOME5,160,Shelby Baldwin,56,Los Angeles,9,4.9,Inactive
316,197,San Francisco,11/28/2024,64,31.6,62.32,3.5,WELCOME5,197,Michael Shields,49,Los Angeles,4,4.4,Active
317,106,Los Angeles,11/2/2024,22,9.4,27.41,4.6,DISCOUNT10,106,Frank Mitchell,27,Los Angeles,11,4.3,Inactive
324,165,Los Angeles,11/10/2024,2,1.5,2.48,4.8,SAVE20,165,Leonard Willis,29,Los Angeles,3,4.4,Active
358,155,San Francisco,11/15/2024,54,27.9,34.68,3.6,WELCOME5,155,Gregory Pruitt,34,Los Angeles,3,4,Active
371,120,Los Angeles,11/24/2024,64,35.4,67.7,4,DISCOUNT10,120,Andrew Heath,26,Los Angeles,3,4.2,Active
379,108,Chicago,11/6/2024,92,40.3,56.68,4.2,WELCOME5,108,Ronald Holden,35,Los Angeles,7,4.9,Active
384,127,Chicago,11/7/2024,72,38,77.58,4.7,WELCOME5,127,Katherine Ellison,42,Los Angeles,11,4.6,Inactive
387,168,New York,11/23/2024,67,30.4,59.6,4,WELCOME5,168,Andrew Dunn,25,Los Angeles,19,4.8,Active
388,102,New York,11/3/2024,8,3.5,10.48,5,DISCOUNT10,102,Holly Sherman,39,Los Angeles,19,4.3,Active
390,106,San Francisco,11/12/2024,99,47.8,135.8,4.1,SAVE20,106,Frank Mitchell,27,Los Angeles,11,4.3,Inactive
399,120,New York,11/26/2024,47,22.1,11.94,5,DISCOUNT10,120,Andrew Heath,26,Los Angeles,3,4.2,Active
400,108,Los Angeles,11/29/2024,41,17.7,17.21,4.1,DISCOUNT10,108,Ronald Holden,35,Los Angeles,7,4.9,Active
405,185,San Francisco,11/14/2024,66,37.1,93.06,3.5,DISCOUNT10,185,Diane Harmon,34,Los Angeles,4,4.8,Active
408,180,New York,11/15/2024,41,19.5,10.18,4.1,SAVE20,180,Ray Clarke,51,Los Angeles,15,4.9,Inactive
417,155,Los Angeles,11/28/2024,72,31.1,28.61,3.9,WELCOME5,155,Gregory Pruitt,34,Los Angeles,3,4,Active
424,165,Los Angeles,11/23/2024,59,30.7,24.58,4.8,DISCOUNT10,165,Leonard Willis,29,Los Angeles,3,4.4,Active
425,165,San Francisco,11/1/2024,17,7.9,20.44,4.5,DISCOUNT10,165,Leonard Willis,29,Los Angeles,3,4.4,Active
433,105,Los Angeles,11/2/2024,35,21.8,63.09,4.1,DISCOUNT10,105,Jeffrey King,49,Los Angeles,4,4.4,Inactive
436,134,Los Angeles,11/27/2024,18,7.3,8.01,4,WELCOME5,134,Ashley Foster,59,Los Angeles,12,4.3,Inactive
445,120,Chicago,11/7/2024,36,18.1,20.96,4.4,DISCOUNT10,120,Andrew Heath,26,Los Angeles,3,4.2,Active
462,155,San Francisco,11/17/2024,83,35.3,91.92,4.7,SAVE20,155,Gregory Pruitt,34,Los Angeles,3,4,Active
463,135,Los Angeles,11/17/2024,50,33.3,96.52,4.8,DISCOUNT10,135,Michael Jackson,56,Los Angeles,19,4.8,Inactive
469,185,Los Angeles,11/30/2024,77,33.4,73.07,4.7,WELCOME5,185,Diane Harmon,34,Los Angeles,4,4.8,Active
476,107,Miami,11/26/2024,4,2.1,6,3.9,SAVE20,107,James Jones,41,Los Angeles,5,5,Inactive
477,120,New York,11/22/2024,36,23.2,30.63,3.5,SAVE20,120,Andrew Heath,26,Los Angeles,3,4.2,Active
479,157,Miami,11/7/2024,94,42.4,87.72,4.2,SAVE20,157,Manuel Smith,31,Los Angeles,16,4.2,Inactive
480,120,Los Angeles,11/15/2024,97,39.1,63.3,4.6,WELCOME5,120,Andrew Heath,26,Los Angeles,3,4.2,Active
485,105,New York,11/3/2024,65,41.5,119.45,3.9,DISCOUNT10,105,Jeffrey King,49,Los Angeles,4,4.4,Inactive
506,137,New York,11/22/2024,3,1.3,2.42,4,WELCOME5,137,Steven Alexander,47,Los Angeles,20,4.1,Active
507,188,Los Angeles,11/25/2024,111,48.8,103.88,5,DISCOUNT10,188,Molly Bell,47,Los Angeles,17,4.6,Active
508,149,Los Angeles,11/22/2024,7,4.3,9.63,4.9,SAVE20,149,Catherine Washington,54,Los Angeles,10,4.1,Active
509,155,Los Angeles,11/1/2024,110,46.9,40.35,4.7,SAVE20,155,Gregory Pruitt,34,Los Angeles,3,4,Active
512,168,Chicago,11/9/2024,81,45.9,86.63,4.2,SAVE20,168,Andrew Dunn,25,Los Angeles,19,4.8,Active
527,185,Los Angeles,11/26/2024,74,31.5,82.35,3.8,DISCOUNT10,185,Diane Harmon,34,Los Angeles,4,4.8,Active
531,105,Miami,11/26/2024,26,14.2,33.51,4.3,DISCOUNT10,105,Jeffrey King,49,Los Angeles,4,4.4,Inactive
537,134,New York,11/16/2024,81,40.2,55.61,3.7,WELCOME5,134,Ashley Foster,59,Los Angeles,12,4.3,Inactive
543,161,Chicago,11/5/2024,37,20.6,15.72,3.8,WELCOME5,161,Thomas Watson,54,Los Angeles,9,4.4,Active
544,113,Miami,11/5/2024,34,21.6,36.83,4.9,DISCOUNT10,113,Brian Edwards II,35,Los Angeles,15,4.4,Inactive
545,197,New York,11/25/2024,36,22.4,63.32,4.8,WELCOME5,197,Michael Shields,49,Los Angeles,4,4.4,Active
547,197,Los Angeles,11/2/2024,11,4.6,9.22,4.7,DISCOUNT10,197,Michael Shields,49,Los Angeles,4,4.4,Active
553,197,Miami,11/27/2024,31,13.1,7.82,4.9,WELCOME5,197,Michael Shields,49,Los Angeles,4,4.4,Active
556,149,San Francisco,11/15/2024,58,23.4,27.87,4.2,WELCOME5,149,Catherine Washington,54,Los Angeles,10,4.1,Active
558,185,Miami,11/19/2024,60,34.9,62.32,4.4,SAVE20,185,Diane Harmon,34,Los Angeles,4,4.8,Active
569,107,New York,11/6/2024,10,4.6,4.93,4.2,DISCOUNT10,107,James Jones,41,Los Angeles,5,5,Inactive
570,165,New York,11/17/2024,25,16.7,25.79,5,SAVE20,165,Leonard Willis,29,Los Angeles,3,4.4,Active
578,113,New York,11/20/2024,8,4.1,10.05,4.7,WELCOME5,113,Brian Edwards II,35,Los Angeles,15,4.4,Inactive
587,132,Los Angeles,11/21/2024,69,38.4,76.37,3.5,WELCOME5,132,Kaitlin Walton,27,Los Angeles,6,4.8,Active
588,102,New York,11/21/2024,9,3.8,5.79,4.2,DISCOUNT10,102,Holly Sherman,39,Los Angeles,19,4.3,Active
589,171,Chicago,11/17/2024,2,1.3,0.92,3.5,WELCOME5,171,Catherine Gonzalez,43,Los Angeles,19,4.5,Active
590,137,San Francisco,11/13/2024,74,38.4,40.72,4.9,WELCOME5,137,Steven Alexander,47,Los Angeles,20,4.1,Active
594,180,Los Angeles,11/29/2024,55,23.5,32.43,3.8,SAVE20,180,Ray Clarke,51,Los Angeles,15,4.9,Inactive
596,165,Chicago,11/27/2024,18,8,4.84,4.8,SAVE20,165,Leonard Willis,29,Los Angeles,3,4.4,Active
604,107,Miami,11/16/2024,4,2.7,7.95,4.9,SAVE20,107,James Jones,41,Los Angeles,5,5,Inactive
607,161,Miami,11/14/2024,71,35.3,40.63,4.2,WELCOME5,161,Thomas Watson,54,Los Angeles,9,4.4,Active
609,107,Los Angeles,11/25/2024,37,21.6,62.44,4.1,DISCOUNT10,107,James Jones,41,Los Angeles,5,5,Inactive
614,134,Chicago,11/22/2024,51,22.6,49.23,4.2,SAVE20,134,Ashley Foster,59,Los Angeles,12,4.3,Inactive
620,185,New York,11/30/2024,2,1.1,1.76,3.8,DISCOUNT10,185,Diane Harmon,34,Los Angeles,4,4.8,Active
628,168,Los Angeles,11/19/2024,56,25.7,20.42,4.9,SAVE20,168,Andrew Dunn,25,Los Angeles,19,4.8,Active
629,167,Los Angeles,11/13/2024,38,17.5,50.72,4.1,SAVE20,167,Glenn Schultz,33,Los Angeles,17,4.8,Active
640,180,Chicago,11/12/2024,32,15.9,38.03,4.4,SAVE20,180,Ray Clarke,51,Los Angeles,15,4.9,Inactive
645,132,Miami,11/16/2024,64,35.2,93.39,3.5,WELCOME5,132,Kaitlin Walton,27,Los Angeles,6,4.8,Active
649,108,New York,11/5/2024,18,9.4,14.77,4,DISCOUNT10,108,Ronald Holden,35,Los Angeles,7,4.9,Active
654,127,Miami,11/17/2024,25,11.9,16.44,4.7,WELCOME5,127,Katherine Ellison,42,Los Angeles,11,4.6,Inactive
658,149,New York,11/8/2024,48,29.8,68.07,3.5,WELCOME5,149,Catherine Washington,54,Los Angeles,10,4.1,Active
659,171,New York,11/24/2024,65,26.5,28.56,4.4,SAVE20,171,Catherine Gonzalez,43,Los Angeles,19,4.5,Active
663,185,New York,11/16/2024,56,23.5,43.01,3.7,SAVE20,185,Diane Harmon,34,Los Angeles,4,4.8,Active
678,185,Chicago,11/10/2024,66,27.1,50.48,4.4,DISCOUNT10,185,Diane Harmon,34,Los Angeles,4,4.8,Active
694,167,Chicago,11/12/2024,68,35.8,45.47,4,SAVE20,167,Glenn Schultz,33,Los Angeles,17,4.8,Active
695,135,San Francisco,11/17/2024,17,10.5,11.41,4.8,SAVE20,135,Michael Jackson,56,Los Angeles,19,4.8,Inactive
696,171,New York,11/21/2024,85,45.4,23.16,3.9,DISCOUNT10,171,Catherine Gonzalez,43,Los Angeles,19,4.5,Active
705,161,San Francisco,11/22/2024,49,28.6,57.61,4.4,SAVE20,161,Thomas Watson,54,Los Angeles,9,4.4,Active
708,107,New York,11/9/2024,56,34.4,39.17,4.8,WELCOME5,107,James Jones,41,Los Angeles,5,5,Inactive
714,108,Chicago,11/19/2024,64,28.7,69.03,4.6,SAVE20,108,Ronald Holden,35,Los Angeles,7,4.9,Active
718,120,San Francisco,11/24/2024,13,6.3,18.39,5,SAVE20,120,Andrew Heath,26,Los Angeles,3,4.2,Active
725,185,Chicago,11/28/2024,35,20.6,59.61,4.5,SAVE20,185,Diane Harmon,34,Los Angeles,4,4.8,Active
731,197,Miami,11/12/2024,39,23.8,33.27,4.8,WELCOME5,197,Michael Shields,49,Los Angeles,4,4.4,Active
736,168,New York,11/8/2024,75,37.5,112.08,4.5,SAVE20,168,Andrew Dunn,25,Los Angeles,19,4.8,Active
741,188,Miami,11/30/2024,41,18.4,35.15,4.1,SAVE20,188,Molly Bell,47,Los Angeles,17,4.6,Active
743,168,Miami,11/15/2024,79,40.8,65.08,3.5,SAVE20,168,Andrew Dunn,25,Los Angeles,19,4.8,Active
751,161,Chicago,11/4/2024,2,1.1,1.04,4.4,DISCOUNT10,161,Thomas Watson,54,Los Angeles,9,4.4,Active
761,161,Miami,11/23/2024,34,20.8,59.08,4.1,WELCOME5,161,Thomas Watson,54,Los Angeles,9,4.4,Active
765,132,Los Angeles,11/11/2024,4,2.6,4.29,4.7,SAVE20,132,Kaitlin Walton,27,Los Angeles,6,4.8,Active
780,135,Los Angeles,11/3/2024,11,7.7,15.99,4.7,DISCOUNT10,135,Michael Jackson,56,Los Angeles,19,4.8,Inactive
782,168,New York,11/4/2024,17,7.5,11.05,4.1,WELCOME5,168,Andrew Dunn,25,Los Angeles,19,4.8,Active
785,108,New York,11/12/2024,24,10.4,9.58,4.4,WELCOME5,108,Ronald Holden,35,Los Angeles,7,4.9,Active
792,132,Los Angeles,11/13/2024,63,27,27.68,4.8,SAVE20,132,Kaitlin Walton,27,Los Angeles,6,4.8,Active
793,120,New York,11/25/2024,80,39,111.7,4,SAVE20,120,Andrew Heath,26,Los Angeles,3,4.2,Active
801,137,San Francisco,11/11/2024,76,42.1,105.52,3.8,WELCOME5,137,Steven Alexander,47,Los Angeles,20,4.1,Active
803,171,Miami,11/9/2024,65,41.6,41.55,4.2,WELCOME5,171,Catherine Gonzalez,43,Los Angeles,19,4.5,Active
808,171,New York,11/6/2024,11,6.8,6.6,4,WELCOME5,171,Catherine Gonzalez,43,Los Angeles,19,4.5,Active
812,197,San Francisco,11/15/2024,9,5.7,16.41,4.6,SAVE20,197,Michael Shields,49,Los Angeles,4,4.4,Active
816,165,Chicago,11/6/2024,15,6.6,16.89,4.5,SAVE20,165,Leonard Willis,29,Los Angeles,3,4.4,Active
817,149,Los Angeles,11/19/2024,70,32.1,32.88,4.6,DISCOUNT10,149,Catherine Washington,54,Los Angeles,10,4.1,Active
818,102,San Francisco,11/2/2024,13,5.8,5.58,4.6,WELCOME5,102,Holly Sherman,39,Los Angeles,19,4.3,Active
821,185,San Francisco,11/18/2024,26,14.5,40.17,4,SAVE20,185,Diane Harmon,34,Los Angeles,4,4.8,Active
823,134,Chicago,11/11/2024,60,31,86.49,4.2,DISCOUNT10,134,Ashley Foster,59,Los Angeles,12,4.3,Inactive
829,105,San Francisco,11/23/2024,73,48.5,114.62,3.7,WELCOME5,105,Jeffrey King,49,Los Angeles,4,4.4,Inactive
830,105,Miami,11/16/2024,8,4.7,11.02,4.9,SAVE20,105,Jeffrey King,49,Los Angeles,4,4.4,Inactive
837,107,San Francisco,11/9/2024,63,27.8,38.75,4.6,DISCOUNT10,107,James Jones,41,Los Angeles,5,5,Inactive
838,157,Chicago,11/8/2024,87,44.8,131.4,4.2,WELCOME5,157,Manuel Smith,31,Los Angeles,16,4.2,Inactive
848,149,San Francisco,11/7/2024,5,2.7,8.04,4.9,SAVE20,149,Catherine Washington,54,Los Angeles,10,4.1,Active
850,127,Los Angeles,11/27/2024,39,17,16.87,4.7,DISCOUNT10,127,Katherine Ellison,42,Los Angeles,11,4.6,Inactive
860,127,San Francisco,11/21/2024,94,41.1,96.4,4.6,SAVE20,127,Katherine Ellison,42,Los Angeles,11,4.6,Inactive
874,188,Los Angeles,11/16/2024,51,21.4,47.74,4.9,SAVE20,188,Molly Bell,47,Los Angeles,17,4.6,Active
877,171,Chicago,11/16/2024,20,9.9,20.61,3.7,DISCOUNT10,171,Catherine Gonzalez,43,Los Angeles,19,4.5,Active
881,120,Miami,11/2/2024,68,43.2,51.62,3.7,SAVE20,120,Andrew Heath,26,Los Angeles,3,4.2,Active
893,102,New York,11/11/2024,50,26.4,57.84,3.7,DISCOUNT10,102,Holly Sherman,39,Los Angeles,19,4.3,Active
895,127,Chicago,11/11/2024,38,15.9,16.76,4,DISCOUNT10,127,Katherine Ellison,42,Los Angeles,11,4.6,Inactive
899,149,San Francisco,11/10/2024,58,24.3,71.47,3.7,WELCOME5,149,Catherine Washington,54,Los Angeles,10,4.1,Active
908,132,Chicago,11/5/2024,88,42.2,104.58,4.3,DISCOUNT10,132,Kaitlin Walton,27,Los Angeles,6,4.8,Active
910,102,Los Angeles,11/13/2024,19,12.3,10.8,3.7,WELCOME5,102,Holly Sherman,39,Los Angeles,19,4.3,Active
914,193,Chicago,11/3/2024,79,47.1,138.02,4,WELCOME5,193,Jason Adams,44,Los Angeles,11,4.3,Active
922,102,Chicago,11/13/2024,68,30.9,53.92,3.6,DISCOUNT10,102,Holly Sherman,39,Los Angeles,19,4.3,Active
937,132,Miami,11/8/2024,12,5.2,4.81,3.6,DISCOUNT10,132,Kaitlin Walton,27,Los Angeles,6,4.8,Active
939,193,San Francisco,11/29/2024,39,24.7,56.52,4.5,WELCOME5,193,Jason Adams,44,Los Angeles,11,4.3,Active
941,171,New York,11/20/2024,69,38.7,65.74,3.8,WELCOME5,171,Catherine Gonzalez,43,Los Angeles,19,4.5,Active
949,168,New York,11/8/2024,50,33.2,32.74,4.6,DISCOUNT10,168,Andrew Dunn,25,Los Angeles,19,4.8,Active
979,155,San Francisco,11/23/2024,78,34.9,52.32,4.9,WELCOME5,155,Gregory Pruitt,34,Los Angeles,3,4,Active
993,108,Los Angeles,11/18/2024,74,34.8,58.05,4,WELCOME5,108,Ronald Holden,35,Los Angeles,7,4.9,Active
994,134,San Francisco,11/19/2024,14,6,5.63,4.8,WELCOME5,134,Ashley Foster,59,Los Angeles,12,4.3,Inactive
998,108,New York,11/15/2024,99,44.8,72.22,3.7,DISCOUNT10,108,Ronald Holden,35,Los Angeles,7,4.9,Active
110,101,Miami,11/26/2024,30,12.9,23.92,4.7,WELCOME5,101,William Black,56,San Francisco,15,4.8,Active
7,144,San Francisco,11/27/2024,48,29.5,58.48,3.7,WELCOME5,144,Valerie Henry MD,47,San Francisco,12,4.8,Inactive
61,144,Chicago,11/27/2024,48,28.7,78.93,3.8,DISCOUNT10,144,Valerie Henry MD,47,San Francisco,12,4.8,Inactive
48,104,Chicago,11/13/2024,22,9.5,22.65,3.5,SAVE20,104,Tiffany Wright,58,San Francisco,19,4.4,Inactive
78,104,Los Angeles,11/29/2024,30,14.6,11.03,4,SAVE20,104,Tiffany Wright,58,San Francisco,19,4.4,Inactive
26,190,Miami,11/27/2024,31,14.3,30.32,4.8,DISCOUNT10,190,Michelle Rhodes,29,San Francisco,20,4.2,Active
30,190,New York,11/17/2024,50,24.2,28.81,3.9,SAVE20,190,Michelle Rhodes,29,San Francisco,20,4.2,Active
36,190,Miami,11/25/2024,34,16.9,13.12,4.7,SAVE20,190,Michelle Rhodes,29,San Francisco,20,4.2,Active
96,190,New York,11/19/2024,59,24.6,40.58,4.8,WELCOME5,190,Michelle Rhodes,29,San Francisco,20,4.2,Active
118,190,New York,11/30/2024,84,42.5,83.61,4.4,WELCOME5,190,Michelle Rhodes,29,San Francisco,20,4.2,Active
79,121,Los Angeles,11/5/2024,26,14.1,35.73,3.8,WELCOME5,121,David Moore,32,San Francisco,9,4.9,Inactive
31,164,Miami,11/17/2024,24,13.8,24.67,4.4,DISCOUNT10,164,Joshua Williams,33,San Francisco,9,4.5,Inactive
117,164,San Francisco,11/19/2024,21,13.9,30.05,3.9,WELCOME5,164,Joshua Williams,33,San Francisco,9,4.5,Inactive
47,152,San Francisco,11/10/2024,41,17.5,35.47,3.8,SAVE20,152,Sharon Jones,36,San Francisco,9,4.2,Active
57,177,Chicago,11/8/2024,68,38.1,104.2,3.8,SAVE20,177,Charles Guerrero,58,San Francisco,9,4.7,Active
112,177,Miami,11/6/2024,22,14.9,18.84,4.6,SAVE20,177,Charles Guerrero,58,San Francisco,9,4.7,Active
113,177,Chicago,11/16/2024,23,12,19.62,4,WELCOME5,177,Charles Guerrero,58,San Francisco,9,4.7,Active
134,145,Miami,11/27/2024,56,29.9,62.92,3.5,DISCOUNT10,145,Adam Noble,52,San Francisco,11,4.8,Active
111,153,Los Angeles,11/22/2024,9,4.8,6.09,3.6,SAVE20,153,Omar Dunn,40,San Francisco,2,4.6,Active
135,183,San Francisco,11/10/2024,96,48,31.72,4.9,SAVE20,183,Ashley Burke,37,San Francisco,19,4.8,Inactive
141,144,San Francisco,11/11/2024,51,27.2,60.35,4.6,SAVE20,144,Valerie Henry MD,47,San Francisco,12,4.8,Inactive
142,104,Miami,11/4/2024,76,32.4,92.04,4.4,SAVE20,104,Tiffany Wright,58,San Francisco,19,4.4,Inactive
146,121,Chicago,11/20/2024,54,24.4,41.52,4.9,DISCOUNT10,121,David Moore,32,San Francisco,9,4.9,Inactive
157,194,Chicago,11/20/2024,29,18.1,26.97,3.6,SAVE20,194,Jill Patterson,53,San Francisco,18,4.8,Inactive
158,153,Los Angeles,11/22/2024,38,18.6,15.94,4.4,DISCOUNT10,153,Omar Dunn,40,San Francisco,2,4.6,Active
160,154,Los Angeles,11/6/2024,9,5.5,5.36,4.3,DISCOUNT10,154,Heather Meyer,58,San Francisco,11,4,Active
179,190,Los Angeles,11/14/2024,82,37.6,41.36,3.5,DISCOUNT10,190,Michelle Rhodes,29,San Francisco,20,4.2,Active
190,121,Los Angeles,11/14/2024,96,46.3,112.31,3.5,SAVE20,121,David Moore,32,San Francisco,9,4.9,Inactive
191,152,Miami,11/30/2024,33,21.5,11.02,3.9,DISCOUNT10,152,Sharon Jones,36,San Francisco,9,4.2,Active
194,194,Los Angeles,11/27/2024,107,45.9,36.77,4.8,SAVE20,194,Jill Patterson,53,San Francisco,18,4.8,Inactive
214,139,New York,11/5/2024,94,39.4,50.21,3.6,DISCOUNT10,139,John Deleon,47,San Francisco,11,4.3,Inactive
230,154,Chicago,11/4/2024,67,30,71.71,4.8,DISCOUNT10,154,Heather Meyer,58,San Francisco,11,4,Active
235,121,New York,11/18/2024,42,17.2,24.36,3.6,SAVE20,121,David Moore,32,San Francisco,9,4.9,Inactive
239,194,New York,11/29/2024,92,43.7,61.33,4.2,DISCOUNT10,194,Jill Patterson,53,San Francisco,18,4.8,Inactive
243,181,Los Angeles,11/8/2024,73,31.9,42.35,4.4,SAVE20,181,Deanna Clarke,28,San Francisco,18,4.9,Inactive
244,189,Miami,11/12/2024,16,6.6,12.31,4.4,WELCOME5,189,Christopher Garcia,59,San Francisco,19,4.9,Inactive
254,199,Miami,11/23/2024,95,45.9,23.32,4,DISCOUNT10,199,Monica Copeland,37,San Francisco,10,4.1,Inactive
270,153,New York,11/11/2024,64,27.7,61.04,4,WELCOME5,153,Omar Dunn,40,San Francisco,2,4.6,Active
314,117,San Francisco,11/6/2024,75,40.8,54.29,4.4,SAVE20,117,Lisa Brown,36,San Francisco,20,4.8,Active
328,181,New York,11/5/2024,52,33.8,87.43,4.9,WELCOME5,181,Deanna Clarke,28,San Francisco,18,4.9,Inactive
369,189,New York,11/8/2024,32,18,21.73,4.1,SAVE20,189,Christopher Garcia,59,San Francisco,19,4.9,Inactive
370,145,San Francisco,11/19/2024,53,23,53.02,4.9,DISCOUNT10,145,Adam Noble,52,San Francisco,11,4.8,Active
377,144,New York,11/20/2024,34,15.3,13.81,4.8,SAVE20,144,Valerie Henry MD,47,San Francisco,12,4.8,Inactive
406,139,New York,11/4/2024,88,39.5,106.16,4.8,WELCOME5,139,John Deleon,47,San Francisco,11,4.3,Inactive
415,145,New York,11/23/2024,65,28.8,83.27,4.8,DISCOUNT10,145,Adam Noble,52,San Francisco,11,4.8,Active
419,145,New York,11/26/2024,27,14.4,23.04,3.6,DISCOUNT10,145,Adam Noble,52,San Francisco,11,4.8,Active
426,183,New York,11/10/2024,73,43.9,123.9,4.1,WELCOME5,183,Ashley Burke,37,San Francisco,19,4.8,Inactive
431,190,Miami,11/5/2024,3,1.6,3.98,4.5,WELCOME5,190,Michelle Rhodes,29,San Francisco,20,4.2,Active
440,139,San Francisco,11/12/2024,57,34.8,99.91,4,DISCOUNT10,139,John Deleon,47,San Francisco,11,4.3,Inactive
453,154,Miami,11/30/2024,44,22.1,66.27,4.7,SAVE20,154,Heather Meyer,58,San Francisco,11,4,Active
455,177,New York,11/7/2024,61,27.3,60.56,3.8,DISCOUNT10,177,Charles Guerrero,58,San Francisco,9,4.7,Active
458,164,Chicago,11/25/2024,88,47.8,31.48,4.7,WELCOME5,164,Joshua Williams,33,San Francisco,9,4.5,Inactive
461,183,New York,11/29/2024,4,3.1,8.24,3.8,SAVE20,183,Ashley Burke,37,San Francisco,19,4.8,Inactive
471,153,Chicago,11/22/2024,60,38.5,53.44,4.1,WELCOME5,153,Omar Dunn,40,San Francisco,2,4.6,Active
478,104,New York,11/11/2024,24,11.5,12.97,4.7,SAVE20,104,Tiffany Wright,58,San Francisco,19,4.4,Inactive
491,152,San Francisco,11/24/2024,10,6.6,9.58,4.5,SAVE20,152,Sharon Jones,36,San Francisco,9,4.2,Active
501,153,Miami,11/30/2024,22,11.6,27.72,4.7,WELCOME5,153,Omar Dunn,40,San Francisco,2,4.6,Active
503,181,New York,11/22/2024,63,31.8,78.92,4.5,DISCOUNT10,181,Deanna Clarke,28,San Francisco,18,4.9,Inactive
514,189,Chicago,11/11/2024,62,32.3,89.85,5,SAVE20,189,Christopher Garcia,59,San Francisco,19,4.9,Inactive
518,104,San Francisco,11/11/2024,35,21.3,33.04,4.3,DISCOUNT10,104,Tiffany Wright,58,San Francisco,19,4.4,Inactive
